NU_ANO_CENSO;SG_UF;NO_MUNICIPIO;TP_DEPENDENCIA;QT_MAT_BAS;QT_DOC_BAS;IN_AGUA_FILTRADA;IN_BIBLIOTECA;IN_INTERNET;COLUNA_OBSOLETA
2023;RS;Salvador;3;712;98;1;0;0;
2023;BA;Porto Alegre;2;712;100;1;0;1;
2023;PE;Porto Alegre;3;709;18;1;0;1;
2023;RJ;Rio de Janeiro;2;303;107;0;0;0;
2023;CE;Recife;4;1494;21;1;1;1;
2023;CE;São Paulo;2;1421;39;1;1;1;
2023;CE;Belo Horizonte;3;472;75;0;1;0;
2023;MG;Campinas;2;582;35;0;0;1;
2023;PE;Porto Alegre;2;;18;1;;1;
2023;SP;Salvador;2;590;60;1;0;1;
2023;CE;Porto Alegre;3;631;116;1;0;0;
2023;SP;Belo Horizonte;3;;13;0;1;1;
2023;PE;Porto Alegre;2;382;23;1;1;1;
2023;BA;Porto Alegre;2;914;;0;1;1;
2023;RJ;Rio de Janeiro;4;1493;100;0;1;1;
2023;CE;Recife;2;1028;;1;1;0;
2023;SP;Porto Alegre;2;901;27;1;0;1;
2023;PE;Campinas;4;1279;28;1;0;1;
2023;CE;São Paulo;2;;110;1;1;1;
2023;SP;Campinas;3;1441;97;1;1;1;
2023;SP;Campinas;1;;86;0;1;1;
2023;SP;Campinas;4;1299;64;1;1;1;
2023;SP;Recife;2;906;53;0;1;1;
2023;RS;Salvador;2;;118;1;1;1;
2023;CE;Porto Alegre;2;1240;30;1;0;0;
2023;PE;Belo Horizonte;2;;79;1;1;0;
2023;CE;Campinas;4;1399;50;1;1;1;
2023;SP;Belo Horizonte;1;495;85;1;0;1;
2023;MG;Salvador;3;656;113;1;1;0;
2023;RS;São Paulo;2;316;7;1;1;1;
2023;RS;São Paulo;2;111;51;1;1;1;
2023;BA;Rio de Janeiro;3;924;67;1;0;1;
2023;RS;Salvador;2;412;71;1;;0;
2023;CE;Campinas;4;846;39;1;1;1;
2023;SP;Recife;1;1398;37;1;0;1;
2023;SP;Belo Horizonte;3;;42;1;1;1;
2023;PE;Porto Alegre;2;67;95;1;1;1;
2023;CE;Porto Alegre;3;642;7;1;1;1;
2023;CE;Porto Alegre;3;389;;1;;1;
2023;PE;Rio de Janeiro;2;691;35;1;0;0;
2023;RJ;Porto Alegre;2;;39;1;0;0;
2023;SP;Rio de Janeiro;3;895;23;1;1;0;
2023;BA;Recife;3;;86;1;0;0;
2023;MG;Campinas;4;103;45;1;1;0;
2023;MG;Porto Alegre;2;;63;0;1;1;
2023;PE;Recife;2;780;;0;1;1;
2023;MG;Salvador;3;1271;115;1;0;1;
2023;PE;São Paulo;2;864;80;1;1;0;
2023;SP;Rio de Janeiro;1;;;0;1;1;
2023;CE;Salvador;1;127;23;1;;0;
2023;RJ;Campinas;3;;89;1;0;0;
2023;PE;Porto Alegre;3;511;96;1;1;1;
2023;RS;Belo Horizonte;2;727;;1;1;0;
2023;RS;Campinas;2;969;28;1;1;1;
2023;PE;Rio de Janeiro;1;1180;74;1;0;1;
2023;RJ;Campinas;2;787;;1;1;0;
2023;MG;Belo Horizonte;3;1117;54;1;0;1;
2023;BA;Campinas;2;1145;93;1;1;0;
2023;SP;Recife;2;;79;1;0;1;
2023;BA;Campinas;4;1092;91;0;0;0;
2023;PE;Porto Alegre;1;1341;60;0;1;1;
2023;SP;Campinas;3;685;74;1;0;1;
2023;PE;Campinas;3;347;83;1;0;1;
2023;CE;Campinas;3;57;;0;1;1;
2023;CE;Campinas;4;;42;0;0;0;
2023;BA;Recife;2;882;74;1;0;1;
2023;BA;Recife;4;1080;104;1;0;1;
2023;RS;São Paulo;3;;88;1;1;0;
2023;PE;Campinas;3;269;52;1;;1;
2023;RJ;Recife;3;1114;102;1;1;1;
2023;RJ;Campinas;4;;117;1;;0;
2023;RJ;São Paulo;3;626;49;1;0;1;
2023;SP;Recife;3;;99;1;1;1;
2023;SP;Rio de Janeiro;3;;;1;0;0;
2023;RS;Campinas;2;325;87;1;0;1;
2023;PE;Porto Alegre;3;759;62;1;1;1;
2023;CE;São Paulo;2;151;32;1;0;0;
2023;RJ;Rio de Janeiro;1;360;;0;1;0;
2023;SP;Rio de Janeiro;1;871;119;1;1;1;
2023;MG;Campinas;2;354;67;1;1;1;
2023;CE;Porto Alegre;2;1182;;0;1;1;
2023;MG;Porto Alegre;2;1190;94;1;0;1;
2023;PE;Porto Alegre;2;1113;87;1;1;0;
2023;PE;Belo Horizonte;2;313;;1;0;1;
2023;SP;Campinas;2;635;116;1;;1;
2023;BA;Recife;4;;38;0;1;1;
2023;BA;Porto Alegre;2;1224;72;1;0;1;
2023;RJ;Belo Horizonte;4;1141;10;1;1;1;
2023;PE;Rio de Janeiro;2;;112;1;1;1;
2023;RS;Rio de Janeiro;3;1283;66;1;1;1;
2023;RJ;Porto Alegre;4;1427;30;1;0;1;
2023;RJ;Salvador;4;;76;1;1;1;
2023;MG;Recife;4;876;69;0;1;1;
2023;RJ;Porto Alegre;3;255;8;1;0;1;
2023;RS;Porto Alegre;4;;;0;1;1;
2023;MG;São Paulo;2;63;15;1;1;1;
2023;RJ;São Paulo;2;1338;105;1;1;0;
2023;SP;Porto Alegre;2;835;58;1;1;1;
2023;BA;Recife;1;483;30;1;1;1;
2023;MG;Salvador;3;615;8;1;0;1;
2023;BA;Campinas;3;571;14;0;0;0;
2023;CE;Porto Alegre;2;301;75;0;1;1;
2023;SP;Recife;3;211;;1;0;1;
2023;PE;Belo Horizonte;2;57;54;0;1;1;
2023;PE;São Paulo;3;809;87;1;1;1;
2023;BA;São Paulo;2;526;68;1;0;1;
2023;MG;Rio de Janeiro;1;1458;;0;1;0;
2023;CE;Recife;4;1399;76;1;;0;
2023;RS;São Paulo;4;;49;0;1;1;
2023;SP;Belo Horizonte;4;;;1;1;1;
2023;CE;Belo Horizonte;3;;116;1;1;0;
2023;PE;Belo Horizonte;2;1203;42;1;0;1;
2023;BA;Salvador;1;293;24;1;0;1;
2023;RJ;Recife;3;1421;96;1;0;0;
2023;PE;Belo Horizonte;2;872;20;1;1;0;
2023;RJ;Rio de Janeiro;4;;86;1;0;0;
2023;RJ;Porto Alegre;2;1011;84;1;0;0;
2023;MG;Campinas;2;;18;1;0;0;
2023;RS;Belo Horizonte;3;1346;44;1;1;1;
2023;PE;Salvador;4;;21;1;0;0;
2023;BA;Belo Horizonte;1;840;116;1;1;0;
2023;SP;São Paulo;4;1453;81;0;1;1;
2023;BA;Porto Alegre;2;1251;31;1;1;1;
2023;RJ;Recife;3;89;47;1;1;1;
2023;RJ;São Paulo;3;;47;1;1;1;
2023;BA;Belo Horizonte;3;710;;1;1;1;
2023;SP;Belo Horizonte;1;506;7;1;0;1;
2023;RS;Rio de Janeiro;3;1056;113;1;1;1;
2023;MG;Salvador;4;707;18;1;0;1;
2023;RJ;São Paulo;2;982;49;1;;1;
2023;CE;Belo Horizonte;2;283;90;0;0;1;
2023;BA;Belo Horizonte;2;1381;80;1;0;0;
2023;SP;Porto Alegre;2;939;21;0;0;1;
2023;CE;Rio de Janeiro;2;952;59;1;0;1;
2023;CE;Rio de Janeiro;1;;35;1;0;1;
2023;RJ;Rio de Janeiro;2;;53;1;1;1;
2023;CE;Rio de Janeiro;4;858;;1;1;1;
2023;SP;Belo Horizonte;3;977;23;1;1;1;
2023;RJ;Porto Alegre;2;;82;0;1;0;
2023;MG;São Paulo;3;1132;;1;1;0;
2023;PE;Recife;2;884;62;1;0;1;
2023;RJ;Belo Horizonte;2;1144;87;1;1;0;
2023;CE;Salvador;4;;;0;0;0;
2023;BA;Porto Alegre;3;961;33;0;0;1;
2023;MG;Rio de Janeiro;4;;23;1;0;0;
2023;RJ;Porto Alegre;4;852;96;1;0;1;
2023;SP;Campinas;2;;102;1;0;1;
2023;CE;Porto Alegre;3;474;85;1;1;1;
2023;CE;Recife;3;;;1;1;1;
2023;MG;Salvador;4;;7;1;1;1;
2023;MG;Campinas;2;;6;1;0;1;
2023;MG;Rio de Janeiro;2;;74;1;0;1;
2023;CE;Belo Horizonte;3;293;23;1;0;0;
2023;CE;Rio de Janeiro;3;647;33;1;0;1;
2023;RJ;Belo Horizonte;2;486;75;1;0;1;
2023;SP;Belo Horizonte;2;561;101;0;1;0;
2023;PE;Campinas;3;1391;92;1;1;0;
2023;RJ;Belo Horizonte;2;419;38;1;0;1;
2023;BA;Campinas;4;213;73;1;0;1;
2023;RS;Salvador;2;1024;115;1;1;0;
2023;SP;Belo Horizonte;2;;;1;0;1;
2023;RS;Salvador;3;766;46;0;;1;
2023;SP;Belo Horizonte;2;540;50;1;1;1;
2023;RS;Porto Alegre;3;939;100;1;1;0;
2023;BA;Recife;3;502;61;1;1;1;
2023;BA;São Paulo;3;839;62;0;0;1;
2023;PE;Belo Horizonte;2;979;6;1;1;1;
2023;PE;Recife;1;568;109;1;;1;
2023;MG;Recife;2;710;83;1;;0;
2023;RJ;Porto Alegre;3;323;33;1;1;1;
2023;PE;Salvador;2;597;31;1;0;1;
2023;MG;Porto Alegre;4;1066;116;1;1;1;
2023;SP;Porto Alegre;3;430;;1;1;1;
2023;SP;Recife;3;320;64;1;0;0;
2023;PE;Salvador;3;791;86;1;1;0;
2023;BA;Rio de Janeiro;2;565;28;1;1;1;
2023;PE;Salvador;3;656;19;1;1;1;
2023;CE;Recife;4;429;86;1;0;1;
2023;PE;Salvador;3;651;67;1;1;1;
2023;RS;São Paulo;3;809;85;1;0;0;
2023;PE;Rio de Janeiro;3;337;74;1;1;1;
2023;CE;Salvador;3;921;35;1;0;1;
2023;PE;Recife;3;593;90;1;1;1;
2023;MG;Rio de Janeiro;2;720;5;0;1;0;
2023;RJ;Salvador;3;1142;;1;1;1;
2023;RS;Porto Alegre;2;770;84;0;0;0;
2023;BA;Belo Horizonte;2;1092;82;1;0;1;
2023;MG;Campinas;1;1452;82;0;1;0;
2023;BA;Campinas;2;;114;0;0;0;
2023;MG;Salvador;2;390;11;1;1;1;
2023;MG;Rio de Janeiro;4;1210;117;1;0;0;
2023;MG;São Paulo;2;1310;101;1;0;0;
2023;SP;Campinas;2;990;68;1;1;1;
2023;CE;São Paulo;4;;93;1;1;1;
2023;RS;Campinas;3;;;1;1;1;
2023;PE;Recife;3;;117;0;1;1;
2023;PE;São Paulo;4;555;81;1;1;0;
2023;CE;Belo Horizonte;2;964;112;1;;1;
2023;PE;Campinas;3;;96;1;0;1;
2023;SP;Belo Horizonte;2;281;104;0;0;1;
2023;RJ;Recife;3;696;119;1;0;1;
2023;RJ;Porto Alegre;3;;95;1;0;0;
2023;CE;Rio de Janeiro;2;;73;1;0;1;
2023;SP;Recife;2;455;42;1;0;1;
2023;CE;Rio de Janeiro;3;;86;1;0;0;
2023;MG;Recife;3;1433;109;0;1;1;
2023;RS;Campinas;3;1060;;1;0;1;
2023;BA;Belo Horizonte;3;;38;1;;1;
2023;MG;Recife;2;;;0;1;1;
2023;SP;São Paulo;2;1476;56;1;0;1;
2023;SP;São Paulo;2;;;1;0;0;
2023;MG;Campinas;3;364;52;1;1;0;
2023;RJ;Salvador;3;614;48;1;0;0;
2023;RJ;Campinas;4;1277;;1;1;1;
2023;BA;Rio de Janeiro;4;1031;70;1;1;0;
2023;RS;São Paulo;2;1213;;0;1;1;
2023;RJ;Porto Alegre;4;1317;6;1;1;0;
2023;RJ;Belo Horizonte;3;327;40;0;0;1;
2023;SP;São Paulo;2;;75;1;0;1;
2023;CE;Porto Alegre;2;741;90;1;1;1;
2023;RJ;Salvador;1;1395;83;0;0;0;
2023;RJ;Rio de Janeiro;3;1065;33;1;0;0;
2023;RJ;São Paulo;3;298;23;1;1;1;
2023;BA;Porto Alegre;3;161;10;1;1;1;
2023;SP;Campinas;2;;66;1;0;0;
2023;RJ;Porto Alegre;3;348;;0;0;0;
2023;PE;Porto Alegre;2;1268;71;1;1;1;
2023;CE;Salvador;3;;;1;0;1;
2023;MG;Campinas;3;475;86;1;0;1;
2023;BA;Campinas;3;221;57;1;0;1;
2023;PE;São Paulo;2;461;108;0;1;0;
2023;PE;Campinas;2;526;91;1;1;1;
2023;CE;Rio de Janeiro;3;959;105;1;0;1;
2023;RS;Recife;2;1188;;1;1;1;
2023;RS;Belo Horizonte;3;104;97;1;1;0;
2023;CE;Campinas;2;1140;5196;1;1;1;
2023;SP;Campinas;2;1119;16;1;1;1;
2023;RS;Porto Alegre;3;393;80;1;0;0;
2023;SP;Campinas;4;356;35;1;1;1;
2023;MG;Porto Alegre;4;1029;;1;1;0;
2023;MG;Rio de Janeiro;4;;108;1;0;1;
2023;SP;Rio de Janeiro;4;;55;1;1;1;
2023;CE;Rio de Janeiro;4;;74;1;0;1;
2023;RS;Rio de Janeiro;2;;88;1;1;0;
2023;RJ;Rio de Janeiro;2;469;69;1;1;1;
2023;CE;Campinas;1;494;73;1;0;1;
2023;RJ;Rio de Janeiro;2;265;41;1;1;0;
2023;MG;Recife;1;;8;0;1;1;
2023;BA;Porto Alegre;2;1337;;1;0;1;
2023;SP;Porto Alegre;2;;14;1;1;0;
2023;RJ;Belo Horizonte;2;547;93;0;0;0;
2023;RS;Rio de Janeiro;4;265;52;1;0;1;
2023;RS;Recife;4;;;1;1;0;
2023;BA;Salvador;3;749;51;1;1;1;
2023;MG;Belo Horizonte;3;68;;1;1;0;
2023;SP;Salvador;3;456;10;1;0;1;
2023;PE;Porto Alegre;2;511;32;1;1;1;
2023;SP;São Paulo;3;1344;6;1;1;1;
2023;RJ;Recife;4;;32;1;1;1;
2023;RS;Belo Horizonte;4;920;97;1;;1;
2023;MG;Campinas;4;738;74;1;0;0;
2023;BA;São Paulo;3;579;66;1;1;1;
2023;RS;Rio de Janeiro;2;;;1;1;1;
2023;SP;Recife;4;;84;1;1;0;
2023;MG;Campinas;2;1307;90;1;1;1;
2023;BA;Belo Horizonte;3;1413;32;1;0;1;
2023;RJ;Belo Horizonte;2;;55;1;0;1;
2023;PE;Campinas;2;;9;1;1;0;
2023;MG;Salvador;2;864;6;1;;1;
2023;CE;São Paulo;1;483;106;0;1;1;
2023;SP;Campinas;1;1024;115;1;1;1;
2023;RS;Rio de Janeiro;3;;9;0;1;0;
2023;CE;Recife;2;750;44;1;1;1;
2023;PE;Recife;2;1389;74;1;0;1;
2023;MG;São Paulo;3;746;82;1;1;0;
2023;BA;Porto Alegre;2;694;25;1;1;0;
2023;SP;Campinas;4;333;;1;1;1;
2023;PE;Recife;2;1135;62;1;1;1;
2023;RJ;Salvador;2;1281;22;1;0;1;
2023;MG;Belo Horizonte;3;;;1;1;1;
2023;CE;Belo Horizonte;3;348;101;1;1;0;
2023;PE;Belo Horizonte;2;1427;100;1;;1;
2023;RJ;Porto Alegre;3;1201;46;1;;1;
2023;RS;São Paulo;3;624;6;1;1;0;
2023;RS;São Paulo;2;;116;0;0;0;
2023;RS;Belo Horizonte;2;1415;81;1;1;1;
2023;CE;Campinas;4;1000;54;0;0;1;
2023;SP;Porto Alegre;4;1103;107;1;1;1;
2023;BA;Belo Horizonte;3;704;119;0;0;1;
2023;SP;São Paulo;2;1075;;1;1;1;
2023;RS;Recife;2;851;;1;0;1;
2023;SP;Campinas;4;335;15;1;1;1;
2023;PE;Recife;2;;75;0;0;1;
2023;CE;Rio de Janeiro;2;;;0;1;0;
2023;BA;São Paulo;3;285;84;1;1;0;
2023;SP;Rio de Janeiro;4;;;1;0;0;
2023;SP;São Paulo;3;1198;107;1;;1;
2023;RJ;Rio de Janeiro;2;;;1;1;1;
2023;MG;Campinas;1;;68;1;1;1;
2023;RS;Salvador;2;648;62;1;0;0;
2023;PE;Belo Horizonte;3;;60;0;1;0;
2023;BA;Rio de Janeiro;3;1088;35;1;1;0;
2023;MG;Salvador;4;913;101;1;0;1;
2023;RS;São Paulo;3;;101;0;1;1;
2023;RJ;São Paulo;2;479;72;1;0;1;
2023;SP;Campinas;4;852;40;1;0;1;
2023;RS;Rio de Janeiro;2;310;22;1;1;1;
2023;MG;Campinas;2;141;119;1;1;1;
2023;RJ;Porto Alegre;2;975;;1;1;1;
2023;MG;Recife;4;1469;91;1;1;0;
2023;BA;Porto Alegre;2;1218;112;1;0;1;
2023;CE;São Paulo;2;1349;100;1;1;1;
2023;PE;Salvador;1;460;7;1;0;1;
2023;PE;Salvador;3;;102;1;0;1;
2023;SP;Porto Alegre;3;;54;1;1;1;
2023;RJ;Recife;4;;55;1;0;1;
2023;PE;São Paulo;2;421;73;1;0;1;
2023;BA;Recife;3;962;;0;1;0;
2023;RJ;Campinas;2;609;26;0;1;1;
2023;BA;Porto Alegre;4;1206;104;1;1;1;
2023;CE;Campinas;3;;;1;0;1;
2023;BA;São Paulo;3;1166;27;1;1;0;
2023;MG;Belo Horizonte;2;1036;81;0;1;0;
2023;SP;Salvador;2;;106;1;1;0;
2023;RS;São Paulo;2;400;117;1;1;0;
2023;CE;Recife;1;439;101;1;1;1;
2023;SP;Rio de Janeiro;1;1121;91;1;1;1;
2023;CE;Campinas;1;;32;1;;1;
2023;SP;Recife;1;1022;104;1;1;1;
2023;RJ;Recife;2;;45;1;1;1;
2023;PE;São Paulo;2;372;73;0;1;0;
2023;MG;São Paulo;1;1496;36;0;1;1;
2023;SP;Campinas;4;971;72;0;0;1;
2023;SP;São Paulo;3;1269;36;1;0;0;
2023;MG;Campinas;2;378;118;0;0;0;
2023;PE;São Paulo;2;;67;1;1;0;
2023;PE;Porto Alegre;2;801;77;1;1;1;
2023;BA;Rio de Janeiro;2;;62;1;1;1;
2023;RS;Recife;2;445;99;0;1;1;
2023;BA;São Paulo;4;824;120;1;1;1;
2023;RS;Porto Alegre;3;704;30;0;1;1;
2023;PE;Porto Alegre;2;691;107;1;1;0;
2023;RS;Rio de Janeiro;3;;36;1;0;1;
2023;RS;Rio de Janeiro;4;494;87;0;0;1;
2023;CE;Campinas;2;458;116;0;0;1;
2023;RS;Porto Alegre;2;1301;40;0;0;1;
2023;CE;Belo Horizonte;3;;62;1;1;1;
2023;RS;Recife;3;287;20;1;0;0;
2023;RJ;São Paulo;2;1085;;1;0;1;
2023;BA;Recife;2;1369;14;1;1;0;
2023;CE;Belo Horizonte;1;1313;111;1;0;1;
2023;PE;Campinas;1;;104;1;0;0;
2023;BA;São Paulo;2;535;39;1;1;1;
2023;CE;Salvador;2;;38;1;0;0;
2023;MG;Porto Alegre;2;1461;27;1;1;0;
2023;MG;Rio de Janeiro;4;1089;71;1;1;1;
2023;PE;Salvador;3;;15;1;1;1;
2023;RJ;Belo Horizonte;2;;103;0;;1;
2023;BA;Campinas;3;927;85;1;1;1;
2023;RS;Salvador;4;1137;90;1;0;0;
2023;RS;Salvador;3;1192;93;1;1;1;
2023;PE;São Paulo;4;193;40;1;1;1;
2023;MG;Porto Alegre;2;;96;1;0;0;
2023;PE;Rio de Janeiro;1;1144;83;0;0;1;
2023;RJ;Campinas;2;;9;0;1;1;
2023;SP;Recife;3;380;6;1;1;1;
2023;BA;Porto Alegre;1;898;88;0;1;1;
2023;BA;Rio de Janeiro;4;670;33;1;0;1;
2023;CE;Belo Horizonte;3;887;79;1;1;0;
2023;RJ;Belo Horizonte;3;170;92;1;1;1;
2023;BA;Campinas;2;;89;1;0;1;
2023;SP;Rio de Janeiro;2;;38;1;1;0;
2023;BA;São Paulo;4;72;;1;1;0;
2023;CE;Salvador;2;508;;1;1;0;
2023;MG;Recife;4;776;100;1;1;1;
2023;MG;Campinas;4;1206;117;1;1;1;
2023;BA;Campinas;2;1365;100;1;0;1;
2023;BA;Porto Alegre;3;711;21;1;1;0;
2023;PE;Recife;2;953;;0;0;0;
2023;BA;Salvador;2;1270;9;1;0;0;
2023;PE;Belo Horizonte;3;341;60;1;0;1;
2023;BA;Porto Alegre;4;84;90;0;1;1;
2023;PE;Porto Alegre;4;;76;1;1;1;
2023;SP;Campinas;2;;29;0;0;1;
2023;BA;Salvador;1;1086;39;1;;1;
2023;SP;Recife;3;;;1;1;1;
2023;RJ;São Paulo;4;;107;1;1;1;
2023;RJ;Porto Alegre;2;814;36;1;1;0;
2023;BA;Porto Alegre;2;593;26;1;0;1;
2023;MG;Campinas;2;664;108;1;0;1;
2023;MG;Recife;2;1082;47;1;1;1;
2023;PE;São Paulo;4;;;1;0;1;
2023;CE;Recife;4;1375;116;1;1;1;
2023;CE;Salvador;4;211;;1;0;0;
2023;MG;Recife;4;;113;1;;0;
2023;RS;Salvador;2;1339;65;1;;1;
2023;MG;São Paulo;4;;42;1;0;0;
2023;CE;Belo Horizonte;2;1486;90;0;1;0;
2023;RJ;Rio de Janeiro;2;;40;1;1;1;
2023;RS;Rio de Janeiro;3;1174;60;0;1;1;
2023;PE;São Paulo;2;;102;1;1;1;
2023;MG;Recife;2;;69;1;0;1;
2023;PE;Belo Horizonte;3;165;109;1;1;1;
2023;PE;Belo Horizonte;1;991;49;1;1;1;
2023;RS;Belo Horizonte;2;525;56;1;1;1;
2023;SP;São Paulo;4;515;65;1;1;1;
2023;RS;Belo Horizonte;2;967;78;1;1;1;
2023;CE;Salvador;2;1396;58;1;0;1;
2023;RS;Rio de Janeiro;4;1013;30;1;1;1;
2023;PE;Belo Horizonte;2;703;60;1;0;1;
2023;RJ;Campinas;3;1147;15;1;1;0;
2023;BA;Belo Horizonte;2;;59;1;1;0;
2023;BA;Porto Alegre;3;442;68;1;1;0;
2023;BA;Recife;2;1356;93;0;1;1;
2023;CE;Porto Alegre;2;186;;1;0;1;
2023;RS;Campinas;3;156;;1;0;1;
2023;PE;Porto Alegre;2;;;0;0;1;
2023;RJ;São Paulo;3;144;81;1;1;0;
2023;BA;Recife;2;1079;87;1;1;1;
2023;MG;Rio de Janeiro;4;;86;0;0;0;
2023;BA;Recife;1;1371;33;1;;1;
2023;RS;São Paulo;3;;35;1;0;1;
2023;CE;Campinas;3;244;22;1;1;1;
2023;BA;São Paulo;2;923;9;1;1;1;
2023;PE;Recife;2;357;23;1;0;1;
2023;SP;Belo Horizonte;4;264;19;1;0;1;
2023;RJ;Rio de Janeiro;3;1242;41;1;1;1;
2023;MG;Porto Alegre;2;693;37;1;1;1;
2023;RJ;São Paulo;3;;105;1;0;1;
2023;PE;Rio de Janeiro;3;472;49;1;1;1;
2023;MG;Belo Horizonte;2;;39;1;1;1;
2023;BA;São Paulo;3;1311;51;1;0;1;
2023;PE;Belo Horizonte;2;681;66;1;1;1;
2023;CE;Porto Alegre;3;51;76;1;1;1;
2023;CE;Belo Horizonte;3;1422;69;1;0;1;
2023;CE;Porto Alegre;3;203;41;1;0;0;
2023;RS;Salvador;3;1426;23;1;1;1;
2023;CE;Porto Alegre;3;;118;1;1;1;
2023;PE;Salvador;2;422;18;1;1;1;
2023;CE;Campinas;2;1085;;1;0;1;
2023;PE;Rio de Janeiro;3;1378;;0;1;1;
2023;RS;Salvador;2;79;42;1;1;0;
2023;CE;Salvador;2;;;1;0;1;
2023;RJ;Recife;2;;86;0;0;1;
2023;RS;Campinas;2;682;;1;1;1;
2023;PE;Recife;2;;78;1;1;1;
2023;PE;São Paulo;3;1307;21;1;1;1;
2023;SP;São Paulo;3;1417;18;0;;1;
2023;RJ;São Paulo;2;1388;31;1;1;1;
2023;MG;São Paulo;2;1206;40;1;0;0;
2023;CE;Porto Alegre;2;;54;1;0;1;
2023;PE;São Paulo;4;931;8912;1;1;1;
2023;PE;Salvador;2;;53;1;0;0;
2023;RS;Belo Horizonte;2;;53;0;1;1;
2023;CE;Recife;3;1338;23;0;1;1;
2023;RS;Belo Horizonte;2;1236;41;1;1;1;
2023;CE;Recife;3;1472;49;1;0;1;
2023;BA;Belo Horizonte;4;1044;20;1;0;1;
2023;RJ;Salvador;2;;19;1;0;1;
2023;RS;Porto Alegre;3;1164;;1;0;0;
2023;SP;Salvador;3;771;93;1;1;1;
2023;SP;Rio de Janeiro;3;97;;1;0;1;
2023;SP;Rio de Janeiro;4;337;12;1;0;1;
2023;RJ;Recife;4;58;21;0;1;1;
2023;BA;Belo Horizonte;1;801;22;0;0;1;
2023;PE;Rio de Janeiro;3;1421;103;0;0;1;
2023;SP;Porto Alegre;2;783;75;0;0;1;
2023;RS;Rio de Janeiro;4;1298;112;1;1;1;
2023;CE;São Paulo;3;352;118;1;0;0;
2023;MG;Recife;4;948;101;1;1;1;
2023;RJ;Campinas;4;718;;0;0;1;
2023;CE;Campinas;3;1264;74;1;1;1;
2023;RS;Porto Alegre;2;960;90;1;0;0;
2023;RJ;Campinas;2;235;79;1;1;1;
2023;BA;Campinas;4;1117;115;1;1;1;
2023;RJ;Rio de Janeiro;1;;115;1;1;1;
2023;RJ;Belo Horizonte;2;956;45;1;1;1;
2023;CE;Porto Alegre;3;434;6;0;0;1;
2023;CE;Salvador;4;1050;24;1;0;1;
2023;BA;Salvador;3;1470;88;0;0;0;
2023;PE;Belo Horizonte;2;;31;1;0;0;
2023;BA;Campinas;3;239;45;1;0;1;
2023;RS;Salvador;2;412;36;1;1;1;
2023;SP;Belo Horizonte;3;850;36;1;1;1;
2023;RJ;Porto Alegre;2;810;92;1;0;1;
2023;BA;Porto Alegre;2;1297;19;1;1;1;
2023;MG;Belo Horizonte;2;804;109;1;1;0;
2023;BA;Campinas;2;931;75;1;1;1;
2023;MG;Belo Horizonte;2;1189;9;0;1;1;
2023;SP;Belo Horizonte;2;755;96;1;1;1;
2023;CE;São Paulo;3;599;47;1;1;1;
2023;RS;Campinas;3;;50;1;0;1;
2023;CE;Recife;4;741;90;1;1;1;
2023;MG;Campinas;2;338;82;0;0;1;
2023;PE;Rio de Janeiro;2;408;;1;0;0;
2023;BA;Rio de Janeiro;2;1096;87;1;1;0;
2023;PE;Recife;2;477;67;1;1;1;
2023;SP;Rio de Janeiro;3;271;43;0;0;1;
2023;RS;Recife;2;665;;1;0;1;
2023;CE;Rio de Janeiro;3;1051;9;1;1;1;
2023;RJ;São Paulo;4;;24;1;0;1;
2023;PE;Porto Alegre;4;884;;1;0;1;
2023;CE;Salvador;3;;95;1;0;1;
2023;RS;Porto Alegre;4;939;13;1;0;1;
2023;PE;Porto Alegre;4;;118;1;0;1;
2023;SP;Recife;4;1317;56;1;1;1;
2023;MG;Rio de Janeiro;4;1329;17;1;0;1;
2023;RS;São Paulo;1;295;88;1;1;1;
2023;RJ;Campinas;1;303;39;1;1;1;
2023;SP;Recife;3;;92;1;1;0;
2023;RS;Porto Alegre;3;554;80;1;1;1;
2023;BA;Porto Alegre;2;462;106;1;1;0;
2023;PE;Belo Horizonte;4;1258;64;1;1;1;
2023;PE;Recife;4;1254;107;1;1;1;
2023;SP;Rio de Janeiro;3;180;60;1;1;1;
2023;RS;Campinas;2;969;120;0;0;0;
2023;SP;Campinas;4;763;85;1;0;0;
2023;MG;São Paulo;2;240;81;1;1;0;
2023;MG;Rio de Janeiro;2;;;1;1;1;
2023;RJ;São Paulo;3;1273;63;1;1;0;
2023;BA;Campinas;2;1254;68;1;0;0;
2023;MG;Belo Horizonte;3;706;57;1;1;1;
2023;PE;Recife;2;835;101;1;1;1;
2023;CE;São Paulo;1;186;45;1;1;1;
2023;CE;Campinas;2;;47;1;0;0;
2023;MG;Rio de Janeiro;2;;;1;;1;
2023;BA;Rio de Janeiro;4;;85;1;0;0;
2023;CE;Recife;4;;35;1;1;0;
2023;RS;Campinas;3;1280;55;1;0;1;
2023;BA;Porto Alegre;2;430;94;1;1;1;
2023;BA;Rio de Janeiro;2;884;;1;1;1;
2023;BA;Rio de Janeiro;3;464;77;1;0;0;
2023;PE;Salvador;3;;83;1;1;1;
2023;BA;Salvador;3;;;1;1;1;
2023;MG;Porto Alegre;2;1014;112;1;1;1;
2023;MG;Rio de Janeiro;1;907;52;1;1;1;
2023;RJ;Belo Horizonte;3;796;;1;1;1;
2023;RS;Belo Horizonte;4;;;1;0;1;
2023;RJ;Recife;1;649;;1;1;1;
